is_criminal,date,headline,message,message_,link
4,20180523 12:00,횡령 직원 폭행하고 신체포기각서 받은 중고차업체 대표,직원이 회사 자금을 빼돌리자 감금 협박 폭행해 횡령액의 4배가 넘는 돈을 뜯어내려 한 중고차 회사 대표 등이 경찰에 붙잡혔다.  서울 성동경찰서는 경기도 수원 소재 한 중고차 매매 업체 대표 김모 42 씨 등 4명을 특수강도 및 특수협박 혐의로 검거했다고 23일 밝혔다.  경찰에 따르면 이들은 직원 A씨가 지난 2월 회삿돈 4000만원을 개인 용도로 사용했다는 걸 알게 되자  횡령한 돈은 물론 이로 인한 추가 피해 보상금을 내놓지 않으면 장기를 팔겠다 며 감금 협박 폭행하고 신체포기각서를 쓰게했다.  김씨 등은 A씨 소유 자동차 등을 담보로 1억4400만원을 받아낸 데 이어 추가 피해 보상금 1억5000만원을 추가로 내놓을 것을 요구하며 이 같은 일을 저질렀다.   A씨는 친구의 자동차를 담보 잡는 등 약 2000만원을 더 마련했으나 이후 자금줄이 끊기자 지인을 통해 경찰에 신고했다.  경찰은 협박 내용이 담긴 음성자료와 범행 모습이 담긴 현장 CC 폐쇄 회로 TV 영상을 확보  자백을 받아냈다.  경찰은  채권 채무로 인해 폭력이 수반된 피해를 당했다면 더 큰 피해를 사전에 예방할 수 있게 즉시 경찰에 신고해달라 며  과도한 채무 변제 등 악의적인 채권 추심에 대해 첩보 수집 및 검거 활동에 주력해 국민의 생명 신체 재산을 보호하겠다 고 말했다. ,직원이 회사 자금을 빼돌리자 감금 협박 폭행해 횡령액의 4배가 넘는 돈을 뜯어내려 한 중고차 회사 대표 등이 경찰에 붙잡혔다.  경찰에 따르면 이들은 직원 A씨가 지난 2월 회삿돈 4000만원을 개인 용도로 사용했다는 걸 알게 되자  횡령한 돈은 물론 이로 인한 추가 피해 보상금을 내놓지 않으면 장기를 팔겠다 며 감금 협박 폭행하고 신체포기각서를 쓰게했다.   A씨는 친구의 자동차를 담보 잡는 등 약 2000만원을 더 마련했으나 이후 자금줄이 끊기자 지인을 통해 경찰에 신고했다.,/view?id=NISX20180523_0000315692
3,20180523 11:17,병원 등 돌며 30차례 절도 훔친 카드로 고가품 구입한 20대 실형,병원과 콘서트장  백화점 등지에서 관계자 행세를 하며 상습적으로 금품을 훔치고  훔친 신용카드로 수천만원 상당의 고가품을 산 20대에게 실형이 선고됐다.  울산지법 제12형사부 재판장 이동식 는 특정범죄가중처벌등에관한법률위반 절도   사기  여신전문금융업법위반 등의 혐의로 기소된 A 28 씨에게 징역 4년을 선고했다고 23일 밝혔다.  A씨는 지난해 11월 서울 양천구의 한 치과병원의 옷장에서 현금 23만원과 외식상품권  신용카드를 훔치는 등 병원과 콘서트장  백화점 등지에서 관계자 행세를 하며 총 30차례에 걸쳐 2380여만 원 상당의 금품을 훔친 혐의로 기소됐다.  그는 또 훔친 신용카드로 고가의 여성용 가방 등 23차례에 걸쳐 총 4300여만 원 상당의 고가품을 사기도 했다.  재판부는  범행수법과 범행기간  횟수 등에 비춰 죄질이 매우 불량하다 며  피해규모가 크고 회복되지 않은 점  피해자들이 엄벌을 원하고 있는 점  같은 범죄로 여러 차례 처벌받은 전력이 있는 점 등을 고려해 실형을 선고했다 고 양형 이유를 밝혔다. ,병원과 콘서트장  백화점 등지에서 관계자 행세를 하며 상습적으로 금품을 훔치고  훔친 신용카드로 수천만원 상당의 고가품을 산 20대에게 실형이 선고됐다.  A씨는 지난해 11월 서울 양천구의 한 치과병원의 옷장에서 현금 23만원과 외식상품권  신용카드를 훔치는 등 병원과 콘서트장  백화점 등지에서 관계자 행세를 하며 총 30차례에 걸쳐 2380여만 원 상당의 금품을 훔친 혐의로 기소됐다.  그는 또 훔친 신용카드로 고가의 여성용 가방 등 23차례에 걸쳐 총 4300여만 원 상당의 고가품을 사기도 했다.,/view?id=NISX20180523_0000315813
3,20180523 09:05,잠든 손님 열쇠  슬쩍  찜질방 상습절도 50대 구속,찜질방에서 상습적인 절도를 일삼은 50대가 경찰에 붙잡혔다. 대구 중부경찰서는 찜질방에서 잠이 든 손님의 옷장을 털어 금품을 훔친 혐의 절도 로 A 51 씨를 구속했다고 23일 밝혔다. 경찰에 따르면 A씨는 지난 2월1일부터 4월8일까지 대구 중구의 한 찜질방에서 잠을 자는 손님에게 접근해 열쇠를 훔치는 수법으로 3차례에 걸쳐 금품 시가 148만원 상당 을 챙긴 혐의를 받고 있다. 경찰 조사 결과 특별한 주거지가 없는 A씨는 주로 찜질방에서 생활하며 금품을 훔친 것으로 드러났다.  도난신고를 받은 경찰은 폐쇄회로 CC TV 등을 분석해 A씨를 검거했다. ,대구 중부경찰서는 찜질방에서 잠이 든 손님의 옷장을 털어 금품을 훔친 혐의 절도 로 A 51 씨를 구속했다고 23일 밝혔다. 경찰에 따르면 A씨는 지난 2월1일부터 4월8일까지 대구 중구의 한 찜질방에서 잠을 자는 손님에게 접근해 열쇠를 훔치는 수법으로 3차례에 걸쳐 금품 시가 148만원 상당 을 챙긴 혐의를 받고 있다. 경찰 조사 결과 특별한 주거지가 없는 A씨는 주로 찜질방에서 생활하며 금품을 훔친 것으로 드러났다.,/view?id=NISX20180523_0000315535
3,20180523 08:24,사찰 전통시장 상습절도 50대 구속,부산 서부경찰서는 23일 사찰과 전통시장에서 상습적으로 금품을 훔친 A 52 씨를 절도 혐의로 구속했다고 밝혔다. 경찰에 따르면 A씨는 지난 4월 초 부산 서구의 한 사찰 내 법당에 침입해 불전함을 공구로 파손하고 현금 3만원을 훔치는 등 지난해 10월 중순부터 최근까지 부산 일대 사찰과 전통시장 등에서 총 40차례에 걸쳐 150만원 상당의 금품을 훔친 혐의를 받고 있다. 경찰은 CCTV분석 등을 통해 용의자의 인상착의를 확인한 이후 부처님 오신 날을 앞두고 순찰을 강화하던 중 한 사찰에 나타난 A씨를 검거했다. ,부산 서부경찰서는 23일 사찰과 전통시장에서 상습적으로 금품을 훔친 A 52 씨를 절도 혐의로 구속했다고 밝혔다. 경찰에 따르면 A씨는 지난 4월 초 부산 서구의 한 사찰 내 법당에 침입해 불전함을 공구로 파손하고 현금 3만원을 훔치는 등 지난해 10월 중순부터 최근까지 부산 일대 사찰과 전통시장 등에서 총 40차례에 걸쳐 150만원 상당의 금품을 훔친 혐의를 받고 있다. 경찰은 CCTV분석 등을 통해 용의자의 인상착의를 확인한 이후 부처님 오신 날을 앞두고 순찰을 강화하던 중 한 사찰에 나타난 A씨를 검거했다.,/view?id=NISX20180523_0000315507
3,20180523 06:52,영업종료 상가 침입해 23차례 절도행각 40대 구속,광주 남부경찰서는 23일 상습적으로 상가에 들어 들어가 금품을 훔친 혐의로 A 42 씨를 구속했다고 밝혔다.  A씨는 지난 2일 오전 2시18분께 광주 남구 양림동 B 43 여 씨가 운영하는 식당에서 현금 10만원을 훔치는 등 광주 곳곳에서 23차례에 걸쳐 500만원 상당의 금품을 훔친 혐의를 받고 있다.   경찰 조사결과 A씨는 식당 주인이 퇴근한 것을 확인한 뒤 미리 준비한 열쇠를 이용해 내부에 침입한 것으로 조사됐다.  또 A씨는 같은 혐의로 지난해 11월 출소한 뒤 특별한 주거 없이 생활을 했던 것으로 드러났다.  절도신고를 받은 경찰은 CCTV 등을 통해 인상착의를 확보했으며 A씨를 붙잡았다.  경찰은 A씨가 출소 이후 수개월 동안 떠돌이 생활을 했던 점을 토대로 여죄가 더 있을 것으로 보고 수사를 벌이고 있다. ,광주 남부경찰서는 23일 상습적으로 상가에 들어 들어가 금품을 훔친 혐의로 A 42 씨를 구속했다고 밝혔다.  A씨는 지난 2일 오전 2시18분께 광주 남구 양림동 B 43 여 씨가 운영하는 식당에서 현금 10만원을 훔치는 등 광주 곳곳에서 23차례에 걸쳐 500만원 상당의 금품을 훔친 혐의를 받고 있다.  또 A씨는 같은 혐의로 지난해 11월 출소한 뒤 특별한 주거 없이 생활을 했던 것으로 드러났다.,/view?id=NISX20180523_0000315423
3,20180522 10:24,봉화경찰  사찰 불전함서 현금 훔친 60대 구속,경북 봉화경찰서는 전국 사찰을 돌며 불전함에 들어 있던 현금을 훔친 혐의 절도 로 A 64 씨를 구속했다고 22일 밝혔다. 경찰에 따르면 A씨는 지난달 7일부터 최근까지 총 5회에 걸쳐 봉화  안동  단양 소재 사찰을 대상으로 야간에 마스크와 밀짚보자를 쓰고 침입해 불전함에 있던 현금 120여 만 원을 훔친 혐의를 받고있다. 경찰은 사찰 주변 CCTV를 분석해 A씨를 검거했다. ,경북 봉화경찰서는 전국 사찰을 돌며 불전함에 들어 있던 현금을 훔친 혐의 절도 로 A 64 씨를 구속했다고 22일 밝혔다. 경찰에 따르면 A씨는 지난달 7일부터 최근까지 총 5회에 걸쳐 봉화  안동  단양 소재 사찰을 대상으로 야간에 마스크와 밀짚보자를 쓰고 침입해 불전함에 있던 현금 120여 만 원을 훔친 혐의를 받고있다. 경찰은 사찰 주변 CCTV를 분석해 A씨를 검거했다.,/view?id=NISX20180522_0000315075
3,20180521 14:59,농가 빈집 주차 차량 턴 20대 2명 구속,광주 광산경찰서는 21일 농촌지역 빈집과 주차 차량을 상습적으로 턴 혐의 상습절도 로 박모 26 씨와 유모 24 씨를 구속했다고 밝혔다.   이들은 지난 16일부터 17일 사이 광주 광산구 동곡동 일대 농촌마을 빈집 6곳에서 귀금속과 통장  현금 300만 원 상당 을 가져가는 등 지난 2월부터 최근까지 총 18차례에 걸쳐 광주지역 빈집과 주차 차량에서 2000여 만 원 상당의 금품을 훔친 혐의다.   경찰 조사 결과 중학교 선후배 사이인 이들은 채무 변제와 생활비 마련을 위해 이 같은 일을 저지른 것으로 드러났다.    이들은 농촌마을 주민들이 낮시간대 밭일을 하거나 경로당에 있는 점을 염두에 두고 CCTV 설치 여부를 미리 확인한 것으로 조사됐다.  이들은 추적을 피하려고 마을버스를 타고 정류장에 내린 뒤 2㎞가량 걸어다니며 범행한 것으로 밝혀졌다.   경찰은 이들이 새벽시간 아파트와 이면도로에서 후사경이 접히지 않은 차량만 골라 턴 점도 확인하고 여죄를 조사하고 있다. ,광주 광산경찰서는 21일 농촌지역 빈집과 주차 차량을 상습적으로 턴 혐의 상습절도 로 박모 26 씨와 유모 24 씨를 구속했다고 밝혔다.   이들은 지난 16일부터 17일 사이 광주 광산구 동곡동 일대 농촌마을 빈집 6곳에서 귀금속과 통장  현금 300만 원 상당 을 가져가는 등 지난 2월부터 최근까지 총 18차례에 걸쳐 광주지역 빈집과 주차 차량에서 2000여 만 원 상당의 금품을 훔친 혐의다. 경찰은 이들이 새벽시간 아파트와 이면도로에서 후사경이 접히지 않은 차량만 골라 턴 점도 확인하고 여죄를 조사하고 있다.,/view?id=NISX20180521_0000314485
3,20180521 12:00,대형마트서 한우 슬쩍 60회 상습 절도 혐의 40대 구속,대형마트에서 상습적으로 식품과 생필품을 빼돌린 혐의를 받는 40대가 경찰에 붙잡혔다.   서울 서초경찰서는 양모 40 여 씨를 상습절도 혐의로 구속했다고 21일 밝혔다.   양씨는 지난해 12월부터 올 5월까지 수도권 일대 대형마트를 돌아다니면서 60여 차례에 걸쳐 700만원 상당 경찰 추산 의 식료품과 생활용품을 몰래 챙긴 혐의를 받고 있다.  경찰은 경제적 어려움을 겪고 있던 양씨가 대형마트를 전전하면서 습관적으로 물건을 훔쳐왔던 것으로 조사했다.   또  처음에 모르는 여성이 몰래 물건을 가방에 넣고 마트를 빠져나가는 것을 보고 이를 모방하기 시작했다 라는 취지의 진술을 받았다.  경찰에 따르면 양씨는 1주일에 4 5차례 대형마트를 방문  사전에 준비한 가방에 물품을 몰래 담았다.  챙긴 물품은 대형마트 축산 코너에 진열된 한우팩  도넛 등 식품과 의류  생필품 등이었다.  계산대에서는 라면 등 부피는 크면서 가격대가 상대적으로 낮은 제품을 결제하는 방식으로 종업원의 눈을 속였다.  이 같은 수법으로 마트 2 3곳을 같은 날에 들러 물품을 챙긴 일도 있었다고 경찰은 전했다.  경찰 관계자는  검거 당시 도주 시도가 있어 약 10㎞ 거리의 추격전이 벌어지기도 했다 라며  양씨는 혐의를 대부분 인정하고 있으며  현재 여죄가 있는지를 파악하고 있다 라고 설명했다. ,대형마트에서 상습적으로 식품과 생필품을 빼돌린 혐의를 받는 40대가 경찰에 붙잡혔다.   양씨는 지난해 12월부터 올 5월까지 수도권 일대 대형마트를 돌아다니면서 60여 차례에 걸쳐 700만원 상당 경찰 추산 의 식료품과 생활용품을 몰래 챙긴 혐의를 받고 있다.  경찰에 따르면 양씨는 1주일에 4 5차례 대형마트를 방문  사전에 준비한 가방에 물품을 몰래 담았다.,/view?id=NISX20180518_0000313047
4,20180521 09:11,출근길 여성 상대 강도상해 30대 2명 구속,광주 북부경찰서는 21일 출근길 여성을 상대로 금품을 빼앗은 혐의 강도상해 로 장모 35 씨 등 2명을 구속했다고 밝혔다.   장씨 등은 지난 14일 오전 4시55분께 광주 북구 한 주택가에서 A 60 여 씨의 등을 주먹으로 때려 다치게 한 뒤 5만7000원이 든 손가방을 가져간 혐의다.   경찰 조사 결과 이들은 전북 지역에서 차량과 번호판 2개를 훔친 뒤 A씨를 미행하다 범행한 것으로 드러났다.   이들은 경찰에  빚을 갚으려고 강도 행각을 벌였다 고 진술했다.  경찰은 장씨 등이 차량털이 50여건과 주택 절도 2건을 했다는 진술을 토대로 여죄를 조사하고 있다. ,  장씨 등은 지난 14일 오전 4시55분께 광주 북구 한 주택가에서 A 60 여 씨의 등을 주먹으로 때려 다치게 한 뒤 5만7000원이 든 손가방을 가져간 혐의다.   경찰 조사 결과 이들은 전북 지역에서 차량과 번호판 2개를 훔친 뒤 A씨를 미행하다 범행한 것으로 드러났다. 경찰은 장씨 등이 차량털이 50여건과 주택 절도 2건을 했다는 진술을 토대로 여죄를 조사하고 있다.,/view?id=NISX20180521_0000313984
3,20180521 07:11,찜질방 PC방 상습절도 10대 5명 검거,부산 사상경찰서는 21일 찜질방 등지서 상습적으로 금품을 훔친 A 18 군 등 3명을 특수절도 혐의로 구속하고  일당 2명을 불구속 입건했다고 밝혔다.  경찰에 따르면 A군 등은 지난 4월 23 28일 부산 일대 찜질방과 PC방 등 19곳에서 1500만원 상당의 금품을 훔친 혐의를 받고 있다.  동네 선후배 사이인 이들은 범행 후 대기 중이던 승용차를 타고 달아났고  경찰은 차량을 추적해 이들을 검거했다. ,부산 사상경찰서는 21일 찜질방 등지서 상습적으로 금품을 훔친 A 18 군 등 3명을 특수절도 혐의로 구속하고  일당 2명을 불구속 입건했다고 밝혔다.  경찰에 따르면 A군 등은 지난 4월 23 28일 부산 일대 찜질방과 PC방 등 19곳에서 1500만원 상당의 금품을 훔친 혐의를 받고 있다. 동네 선후배 사이인 이들은 범행 후 대기 중이던 승용차를 타고 달아났고  경찰은 차량을 추적해 이들을 검거했다.,/view?id=NISX20180521_0000313837
3,20180521 06:59,무인게임방 현금교환기서 현금 훔친 10대 3명 입건,부산 북부경찰서는 21일 무인게임방에서 현금교환기를 파손하고 현금을 훔친 A 19 군 등 10대 청소년 3명을 특수절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A군 등은 지난 3월 20일 오전 4시 49분께 부산 금정구의 한 무인게임방에서 현금교환기 문짝을 파손한 이후 현금 100만원 상당을 훔친 혐의를 받고 있다. 경찰은 이들이 소년원에 수감 중인 사실을 확인  접견 조사를 벌여 이들의 자백을 받았다고 경찰은 전했다. ,부산 북부경찰서는 21일 무인게임방에서 현금교환기를 파손하고 현금을 훔친 A 19 군 등 10대 청소년 3명을 특수절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A군 등은 지난 3월 20일 오전 4시 49분께 부산 금정구의 한 무인게임방에서 현금교환기 문짝을 파손한 이후 현금 100만원 상당을 훔친 혐의를 받고 있다. 경찰은 이들이 소년원에 수감 중인 사실을 확인  접견 조사를 벌여 이들의 자백을 받았다고 경찰은 전했다.,/view?id=NISX20180521_0000313835
4,20180518 15:45,금품 빼앗기 위해 흉기로 여성 찌르고 도주한 50대  구속기소 ,전주지검 형사1부는 여성을 상대로 금품을 빼앗기 위해 흉기로 찌르고 도주한 혐의 강도살인미수 로 박모 57 씨를 구속기소했다고 18일 밝혔다.  박씨는 지난 4월21일 오후 4시5분께 전북 전주시 효자동의 한 치과 건물 계단에서 치위생사 A 45 여 씨의 가슴을 흉기로 찌르고 달아난 혐의를 받고 있다.  그는 금품을 빼앗기 위해 범행 대상을 물색하던 중 퇴근 뒤 화장실에 들어가는 A씨를 발견하고 따라 들어갔다가 A씨가 격렬히 저항하자 A씨의 가슴을 흉기로 찌르고 달아났다.   박씨는 도주 닷새만인 지난 25일 오후 광주시 남구 한 마트에서 경찰에 붙잡혔다.  박씨는 경찰 조사에서  일정한 직업이 없고 돈이 필요해서 여성을 상대로 금품을 빼앗으려고 했다 고 진술했다.   조사 결과 박씨는 과거에도 강도  폭행  절도 행각을 벌여 법원으로부터 실형을 선고받았던 것으로 드러났다. ,전주지검 형사1부는 여성을 상대로 금품을 빼앗기 위해 흉기로 찌르고 도주한 혐의 강도살인미수 로 박모 57 씨를 구속기소했다고 18일 밝혔다.  박씨는 지난 4월21일 오후 4시5분께 전북 전주시 효자동의 한 치과 건물 계단에서 치위생사 A 45 여 씨의 가슴을 흉기로 찌르고 달아난 혐의를 받고 있다.  박씨는 경찰 조사에서  일정한 직업이 없고 돈이 필요해서 여성을 상대로 금품을 빼앗으려고 했다 고 진술했다.,/view?id=NISX20180518_0000312801
3,20180518 09:15,장지까지 따라가 부의금  슬쩍  50대 구속,부의금을 훔쳐 유족을 두 번 울린 50대가 경찰에 붙잡혔다. 대구 달성경찰서는 장지에 주차된 유족의 차량에 침입해 부의금을 훔쳐 달아난 혐의 절도 로 A 57 씨를 구속했다고 18일 밝혔다. 경찰에 따르면 A씨는 지난 4일 오전 11시10분께 대구 달성군에서 장의행렬을 발견하고 야산까지 따라가 유족들이 시신을 안장하는 사이 상주 차량에서 부의금 4100만 원을 챙겨 달아난 혐의를 받고 있다. 도난신고를 받은 경찰은 차량 블랙박스와 폐쇄회로 CC TV 등을 분석해 A씨를 범인으로 지목하고 사건 발생 일주일 만에 A씨를 검거했다. 경찰 조사 결과 기초생활보장 수급자인 A씨는 범행 일체를 인정했다. A씨는 훔친 부의금을 숨기거나 사용해 경찰이 회수한 돈은 500만 원 안팎에 그쳤다. ,대구 달성경찰서는 장지에 주차된 유족의 차량에 침입해 부의금을 훔쳐 달아난 혐의 절도 로 A 57 씨를 구속했다고 18일 밝혔다. 경찰에 따르면 A씨는 지난 4일 오전 11시10분께 대구 달성군에서 장의행렬을 발견하고 야산까지 따라가 유족들이 시신을 안장하는 사이 상주 차량에서 부의금 4100만 원을 챙겨 달아난 혐의를 받고 있다. A씨는 훔친 부의금을 숨기거나 사용해 경찰이 회수한 돈은 500만 원 안팎에 그쳤다.,/view?id=NISX20180518_0000312244
3,20180518 08:03,고물상 절도범 이름 적힌 겉옷 버리고 도주했다가 덜미,광주 남부경찰서는 18일 고물상에 침입해 전선을 훔친 혐의 절도 로 A 36 씨를 붙잡아 조사하고 있다.   A씨는 지난 14일 오전 0시5분께 광주의 한 고물상 창문을 부수고 들어가 창고에 있던 구리선 400㎏을 가져가는 등 지난달 14일부터 최근까지 같은 고물상에서 5차례에 걸쳐 구리선 850㎏과 휴대전화 시계 570만원 상당 를 훔친 혐의다.    경찰 조사 결과 A씨는 절도 혐의로 복역하고 지난달 13일 출소한 뒤 생활비를 마련하기 위해 이 같은 짓을 저지른 것으로 드러났다.   A씨는 훔친 구리선을 손수레에 담아 특정 장소에 숨겨둔 뒤 고물상 납품업자에게 되판 것으로 조사됐다.   A씨가 비에 젖어 버려둔 겉옷을 발견한 경찰은 세탁소 라벨에 적힌 이름을 보고 추적 끝에 검거했다.  경찰은 정확한 범행 동기를 조사한 뒤 구속영장을 신청할 방침이다. ,광주 남부경찰서는 18일 고물상에 침입해 전선을 훔친 혐의 절도 로 A 36 씨를 붙잡아 조사하고 있다.    경찰 조사 결과 A씨는 절도 혐의로 복역하고 지난달 13일 출소한 뒤 생활비를 마련하기 위해 이 같은 짓을 저지른 것으로 드러났다.   A씨는 훔친 구리선을 손수레에 담아 특정 장소에 숨겨둔 뒤 고물상 납품업자에게 되판 것으로 조사됐다.,/view?id=NISX20180518_0000312177
3,20180518 07:42,알바했던 스크린 골프장 침입해 현금 훔친 20대 입건,부산 동부경찰서는 18일 자신이 아르바이트를 한 스크린 골프장에 침입해 금품을 훔친 A 22 씨를 야간건조물침입절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A씨는 지난 4월 28일 오전 4시 30분께 부산 동구의 한 스크린 골프장에 침입해 이벤트 상금박스 안에 들어있던 현금 80만원을 훔친 혐의를 받고 있다. A씨는 아르바이트를 하면서 알게 된 출입문 열쇠 보관장소에서 열쇠를 꺼내 잠금장치를 풀고 내부로 침입  미리 알고 있던 이벤트 상금박스 비밀번호를 이용해 현금을 훔쳤다고 경찰은 전했다. ,부산 동부경찰서는 18일 자신이 아르바이트를 한 스크린 골프장에 침입해 금품을 훔친 A 22 씨를 야간건조물침입절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A씨는 지난 4월 28일 오전 4시 30분께 부산 동구의 한 스크린 골프장에 침입해 이벤트 상금박스 안에 들어있던 현금 80만원을 훔친 혐의를 받고 있다. A씨는 아르바이트를 하면서 알게 된 출입문 열쇠 보관장소에서 열쇠를 꺼내 잠금장치를 풀고 내부로 침입  미리 알고 있던 이벤트 상금박스 비밀번호를 이용해 현금을 훔쳤다고 경찰은 전했다.,/view?id=NISX20180518_0000312158
3,20180518 07:40,지하상가서 시계 훔친 50대  4년 전에도 같은 점포서 절도,부산 부산진경찰서는 18일 지하상가에서 시계를 훔친 A 57 씨를 절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A씨는 지난 1일 낮 12시 15분께 부산 부산진구 서면지하상가 내 시계판매점에서 업주가 다른 손님을 응대하는 사이 진열된 손목시계 1점 시가 80만원 상당 을 훔친 혐의를 받고 있다. 신고를 받은 경찰은 CCTV영상과 차량 블랙박스 영상 분석을 통해 도주로 추적으로 A씨를 검거했다. A씨는 또 4년 전인 2014년 6월 20일 같은 장소에서 시계 1점을 훔친 혐의도 받고 있다고 경찰은 전했다. ,부산 부산진경찰서는 18일 지하상가에서 시계를 훔친 A 57 씨를 절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A씨는 지난 1일 낮 12시 15분께 부산 부산진구 서면지하상가 내 시계판매점에서 업주가 다른 손님을 응대하는 사이 진열된 손목시계 1점 시가 80만원 상당 을 훔친 혐의를 받고 있다. A씨는 또 4년 전인 2014년 6월 20일 같은 장소에서 시계 1점을 훔친 혐의도 받고 있다고 경찰은 전했다.,/view?id=NISX20180518_0000312143
3,20180518 07:04,장례식장 사무실에 침입해 보관 중인 노잣돈 400만원 훔쳐,부산 사하경찰서는 18일 장례식장 사무실에 침입해 금품을 훔친 A 44 씨를 야간건조물침입절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A씨는 지난 3월 25일 오전 1시께 부산 사하구의 한 병원 장례식장 상담실에 침입해 노잣돈을 보관하던 저금통에서 현금을 훔치는 등 같은 수법으로 모두 2차례에 걸쳐 현금 400만원을 훔친 혐의를 받고 있다. 경찰은 장례식장 CCTV영상 1개월치를 복원 분석해 범행장면을 확보한 이후 장례식장에서 가끔 일한 적이 있는 A씨를 검거했다. ,부산 사하경찰서는 18일 장례식장 사무실에 침입해 금품을 훔친 A 44 씨를 야간건조물침입절도 혐의로 불구속 입건했다고 밝혔다. 경찰에 따르면 A씨는 지난 3월 25일 오전 1시께 부산 사하구의 한 병원 장례식장 상담실에 침입해 노잣돈을 보관하던 저금통에서 현금을 훔치는 등 같은 수법으로 모두 2차례에 걸쳐 현금 400만원을 훔친 혐의를 받고 있다. 경찰은 장례식장 CCTV영상 1개월치를 복원 분석해 범행장면을 확보한 이후 장례식장에서 가끔 일한 적이 있는 A씨를 검거했다.,/view?id=NISX20180518_0000312135
3,20180517 11:06,주차 차량 대상으로 상습적으로 금품 훔친 20대 징역 3년,문이 잠겨있지 않은 주차 차량을 상습적으로 털어온 20대에게 실형이 선고됐다.  울산지법 제11형사부 재판장 정재우 는 특정범죄가중처벌등에관한법률 위반 절도  혐의로 기소된 A 25 씨에게 징역 3년 선고했다고 17일 밝혔다.   A씨는 올해 1월 울산 남구의 한 아파트 주차장에서 문이 잠겨있지 않은 차량에서 180만원 상당의 금품을 훔치는 등 같은 해 2월까지 15차례 절도행각을 벌여 총 550만원 상당을 훔친 혐의로 기소됐다.  재판부는  범행 횟수가 많고 금액도 적지 않다 며  이전에도 절도로 여러 번 처벌받고도 누범기간 중에 다시 범행해 죄질이 나쁘다 고 실형 선고의 이유를 밝혔다. , 울산지법 제11형사부 재판장 정재우 는 특정범죄가중처벌등에관한법률 위반 절도  혐의로 기소된 A 25 씨에게 징역 3년 선고했다고 17일 밝혔다.   A씨는 올해 1월 울산 남구의 한 아파트 주차장에서 문이 잠겨있지 않은 차량에서 180만원 상당의 금품을 훔치는 등 같은 해 2월까지 15차례 절도행각을 벌여 총 550만원 상당을 훔친 혐의로 기소됐다. 재판부는  범행 횟수가 많고 금액도 적지 않다 며  이전에도 절도로 여러 번 처벌받고도 누범기간 중에 다시 범행해 죄질이 나쁘다 고 실형 선고의 이유를 밝혔다.,/view?id=NISX20180517_0000311271
3,20180517 09:51,옆 건물서 벽뚫고 금은방 침입하려한 30대 여성 구속,심야시간에 상가에 침입해 금은방 벽을 뚫으려다 달아난 30대 여성이 경찰에 붙잡혔다. 대구 동부경찰서는 귀금속을 훔치기 위해 옆 건물에 침입해 금은방 벽을 뚫으려고 한 혐의 침입절도미수 로 A 36 여 씨를 구속했다고 17일 밝혔다. 경찰에 따르면 A씨는 지난달 30일 오후 11시10분께 동구 신암동의 한 금은방 옆 음식점에 침입해 벽을 뚫어 귀금속을 훔치려 한 혐의를 받고 있다. 경찰 조사 결과 A씨는 미리 준비해간 해머와 망치  톱 등을 이용해 총 6시간 동안 금은방 벽 뚫으려 한 것으로 드러났다. 무직인 A씨는 개인 채무를 갚기 위해 이 같은 범행을 저지른 것으로 밝혀졌다. 경찰 관계자는  10여 년 전 금은방 주인이 비슷한 범행의 피해를 입었다 며  그 후 벽에 보강 작업을 해 A씨가 준비한 도구로는 뚫을 수 없는 단단한 철판이었다 고 말했다. ,심야시간에 상가에 침입해 금은방 벽을 뚫으려다 달아난 30대 여성이 경찰에 붙잡혔다. 대구 동부경찰서는 귀금속을 훔치기 위해 옆 건물에 침입해 금은방 벽을 뚫으려고 한 혐의 침입절도미수 로 A 36 여 씨를 구속했다고 17일 밝혔다. 경찰에 따르면 A씨는 지난달 30일 오후 11시10분께 동구 신암동의 한 금은방 옆 음식점에 침입해 벽을 뚫어 귀금속을 훔치려 한 혐의를 받고 있다.,/view?id=NISX20180517_0000311116
